Battery Rebate;FiT;Share PV Cantonal over Federal rebate;EC scenario;PV Rebate;Type;2050
0;0.1;0.1;0;0.3;SFH;0.346048678
0;0.075;0.1;0;0.3;SFH;0.374250328
0;0;0.2;0;0.3;SFH;0.451382772
0;0.025;0.2;0;0.3;SFH;0.429028993
0;0.1;0;0;0.3;SFH;0.344961629
0;0.075;0.2;0;0.3;SFH;0.375733997
0;0;0;0;0.3;SFH;0.445614465
0;0.05;0.2;0;0.3;SFH;0.403589029
0;0.025;0;0;0.3;SFH;0.423872954
0;0;0.3;0;0.3;SFH;0.454351695
0;0.05;0.1;0;0.3;SFH;0.401548649
0;0.05;0;0;0.3;SFH;0.399326972
0;0.025;0.1;0;0.3;SFH;0.426435295
0;0.025;0.3;0;0.3;SFH;0.431667804
0;0.075;0.3;0;0.3;SFH;0.377052934
0;0.05;0.3;0;0.3;SFH;0.40551252
0;0.1;0.2;0;0.3;SFH;0.346818387
0;0.1;0.3;0;0.3;SFH;0.347027454
0;0;0.4;0;0.3;SFH;0.457522773
0;0.025;0.4;0;0.3;SFH;0.434267132
0;0.075;0.4;0;0.3;SFH;0.377821936
0;0.05;0.4;0;0.3;SFH;0.40729194
0;0.1;0.4;0;0.3;SFH;0.346989459
0;0;0.5;0;0.3;SFH;0.46075421
0;0.025;0.5;0;0.3;SFH;0.43655497
0;0.05;0.5;0;0.3;SFH;0.408708111
0;0.075;0.5;0;0.3;SFH;0.378243131
0;0.1;0.5;0;0.3;SFH;0.346085237
0.1;0;0;0;0.3;SFH;0.468529045
0.1;0.025;0;0;0.3;SFH;0.445563024
0.1;0.075;0;0;0.3;SFH;0.389966332
0.1;0.05;0;0;0.3;SFH;0.419034225
0.1;0.1;0;0;0.3;SFH;0.359147975
0.1;0;0.1;0;0.3;SFH;0.471501576
0.1;0.025;0.1;0;0.3;SFH;0.448216241
0.1;0.05;0.1;0;0.3;SFH;0.421298995
0.1;0.075;0.1;0;0.3;SFH;0.391415761
0.1;0.1;0.1;0;0.3;SFH;0.360251784
0.1;0;0.2;0;0.3;SFH;0.474534892
0.1;0.025;0.2;0;0.3;SFH;0.45092278
0.1;0.05;0.2;0;0.3;SFH;0.423498987
0.1;0.075;0.2;0;0.3;SFH;0.393004971
0.1;0.1;0.2;0;0.3;SFH;0.360961522
0.1;0;0.3;0;0.3;SFH;0.477681104
0.1;0.025;0.3;0;0.3;SFH;0.453551458
0.1;0.05;0.3;0;0.3;SFH;0.425482715
0.1;0.075;0.3;0;0.3;SFH;0.394252954
0.1;0.1;0.3;0;0.3;SFH;0.361188102
0.1;0;0.4;0;0.3;SFH;0.480988373
0.1;0.025;0.4;0;0.3;SFH;0.456264284
0.1;0.075;0.4;0;0.3;SFH;0.395006392
0.1;0.05;0.4;0;0.3;SFH;0.427227369
0.1;0.1;0.4;0;0.3;SFH;0.360930547
0.1;0;0.5;0;0.3;SFH;0.484339274
0.1;0.025;0.5;0;0.3;SFH;0.45869849
0.1;0.05;0.5;0;0.3;SFH;0.428621112
0.1;0.075;0.5;0;0.3;SFH;0.395300769
0.1;0.1;0.5;0;0.3;SFH;0.359777955
0.2;0;0;0;0.3;SFH;0.495286793
0.2;0.025;0;0;0.3;SFH;0.471212011
0.2;0.05;0;0;0.3;SFH;0.442752165
0.2;0.075;0;0;0.3;SFH;0.410929068
0.2;0.1;0;0;0.3;SFH;0.376732626
0.2;0;0.1;0;0.3;SFH;0.498368779
0.2;0.025;0.1;0;0.3;SFH;0.474046332
0.2;0.05;0.1;0;0.3;SFH;0.445146988
0.2;0.075;0.1;0;0.3;SFH;0.412509983
0.2;0.1;0.1;0;0.3;SFH;0.377787743
0.2;0;0.2;0;0.3;SFH;0.501604506
0.2;0.025;0.2;0;0.3;SFH;0.476839096
0.2;0.075;0.2;0;0.3;SFH;0.414052431
0.2;0.05;0.2;0;0.3;SFH;0.447334857
0.2;0.1;0.2;0;0.3;SFH;0.37854137
0.2;0;0.3;0;0.3;SFH;0.504781357
0.2;0.025;0.3;0;0.3;SFH;0.479653741
0.2;0.05;0.3;0;0.3;SFH;0.449427961
0.2;0.075;0.3;0;0.3;SFH;0.415284026
0.2;0.1;0.3;0;0.3;SFH;0.378589475
0.2;0;0.4;0;0.3;SFH;0.50811824
0.2;0.025;0.4;0;0.3;SFH;0.482284143
0.2;0.05;0.4;0;0.3;SFH;0.451130234
0.2;0.075;0.4;0;0.3;SFH;0.415986216
0.2;0.1;0.4;0;0.3;SFH;0.378152093
0.2;0;0.5;0;0.3;SFH;0.511586587
0.2;0.025;0.5;0;0.3;SFH;0.484721003
0.2;0.05;0.5;0;0.3;SFH;0.452562207
0.2;0.075;0.5;0;0.3;SFH;0.416106171
0.2;0.1;0.5;0;0.3;SFH;0.376743241
0.3;0;0;0;0.3;SFH;0.526437925
0.3;0.025;0;0;0.3;SFH;0.501703278
0.3;0.05;0;0;0.3;SFH;0.471476965
0.3;0.075;0;0;0.3;SFH;0.436820094
0.3;0.1;0;0;0.3;SFH;0.398810254
0.3;0;0.1;0;0.3;SFH;0.52956648
0.3;0.025;0.1;0;0.3;SFH;0.504608902
0.3;0.05;0.1;0;0.3;SFH;0.474008527
0.3;0.075;0.1;0;0.3;SFH;0.438562152
0.3;0.1;0.1;0;0.3;SFH;0.399891908
0.3;0;0.2;0;0.3;SFH;0.532751244
0.3;0.025;0.2;0;0.3;SFH;0.507501806
0.3;0.05;0.2;0;0.3;SFH;0.476364625
0.3;0.075;0.2;0;0.3;SFH;0.440142793
0.3;0.1;0.2;0;0.3;SFH;0.40064385
0.3;0;0.3;0;0.3;SFH;0.536119489
0.3;0.025;0.3;0;0.3;SFH;0.510484338
0.3;0.05;0.3;0;0.3;SFH;0.478376767
0.3;0.075;0.3;0;0.3;SFH;0.441400448
0.3;0.1;0.3;0;0.3;SFH;0.400530801
0.3;0;0.4;0;0.3;SFH;0.539521395
0.3;0.05;0.4;0;0.3;SFH;0.480148139
0.3;0.025;0.4;0;0.3;SFH;0.513042924
0.3;0.075;0.4;0;0.3;SFH;0.441870175
0.3;0.1;0.4;0;0.3;SFH;0.399893963
0.3;0;0.5;0;0.3;SFH;0.543068984
0.3;0.025;0.5;0;0.3;SFH;0.51570776
0.3;0.05;0.5;0;0.3;SFH;0.481617912
0.3;0.075;0.5;0;0.3;SFH;0.441817106
0.3;0.1;0.5;0;0.3;SFH;0.398121246
0;0.05;0;0;0.4;SFH;0.411058799
0;0.075;0.1;0;0.4;SFH;0.382255118
0;0.025;0.1;0;0.4;SFH;0.440790543
0;0;0;0;0.4;SFH;0.461050955
0;0.075;0;0;0.4;SFH;0.381829548
0;0.025;0;0;0.4;SFH;0.437830924
0;0;0.1;0;0.4;SFH;0.465059872
0;0.1;0.1;0;0.4;SFH;0.349826786
0;0.025;0.2;0;0.4;SFH;0.443333856
0;0.1;0;0;0.4;SFH;0.350947797
0;0.05;0.1;0;0.4;SFH;0.412761046
0;0.05;0.2;0;0.4;SFH;0.413732784
0;0;0.2;0;0.4;SFH;0.468758298
0;0.025;0.3;0;0.4;SFH;0.445057016
0;0.075;0.3;0;0.4;SFH;0.37874543
0;0.075;0.2;0;0.4;SFH;0.381384404
0;0.1;0.2;0;0.4;SFH;0.347174485
0;0;0.3;0;0.4;SFH;0.472238013
0;0.1;0.3;0;0.4;SFH;0.3427998
0;0.05;0.3;0;0.4;SFH;0.413523455
0;0.05;0.4;0;0.4;SFH;0.411166225
0;0;0.4;0;0.4;SFH;0.474979482
0;0.025;0.4;0;0.4;SFH;0.445373385
0;0.075;0.4;0;0.4;SFH;0.374098164
0;0.1;0.4;0;0.4;SFH;0.336422926
0;0;0.5;0;0.4;SFH;0.476096221
0;0.025;0.5;0;0.4;SFH;0.443714303
0;0.05;0.5;0;0.4;SFH;0.406590642
0;0.075;0.5;0;0.4;SFH;0.367083453
0;0.1;0.5;0;0.4;SFH;0.327753541
0.1;0;0;0;0.4;SFH;0.484507113
0.1;0.025;0;0;0.4;SFH;0.460136559
0.1;0.05;0;0;0.4;SFH;0.431367545
0.1;0.075;0;0;0.4;SFH;0.39939771
0.1;0.1;0;0;0.4;SFH;0.365372368
0.1;0;0.1;0;0.4;SFH;0.488725786
0.1;0.025;0.1;0;0.4;SFH;0.46312108
0.1;0.05;0.1;0;0.4;SFH;0.433030225
0.1;0.075;0.1;0;0.4;SFH;0.399666374
0.1;0.1;0.1;0;0.4;SFH;0.363933417
0.1;0;0.2;0;0.4;SFH;0.492574206
0.1;0.025;0.2;0;0.4;SFH;0.465665386
0.1;0.05;0.2;0;0.4;SFH;0.433818532
0.1;0.075;0.2;0;0.4;SFH;0.398568871
